#,Ref Designator,Part Number,value1,Descpition
740,L4219,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
741,L4221,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
742,L4223,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
743,L4224,ACA18THAC0CX,15nH,"Inductor,18 nH,¡À3 %,0201,Film"
744,L4225,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
745,L4227,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
746,L4232,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
747,L4233,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
748,L4234,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
749,L4236,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
750,L4237,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
751,L4238,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
752,L4414,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
753,L4417,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
754,L4405,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
755,L4418,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
756,L4422,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
757,L4429,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
758,L4431,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
759,L4433,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
760,L4445,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
761,L4413,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
762,L4245,ACA18THAC0CX,18nH,"Inductor,18 nH,¡À3 %,0201,Film"
763,L4434,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
764,L4436,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
765,L4437,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
766,L4439,ACA18THAC0CX,18nH,"Inductor,18 nH,¡À3 %,0201,Film"
767,L4406,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
768,L4601,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
769,L4407,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
770,L4243,ACA18THAC0CX,12nH,"Inductor,18 nH,¡À3 %,0201,Film"
771,L4602,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
772,L4603,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
773,L4611,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
774,L4612,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
775,L4613,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
776,L4616,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
777,L4627,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
778,L4628,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
779,L4629,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
780,L4240,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
781,L4263,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
782,L4408,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
783,L4409,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
784,L4262,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
785,L4229,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
786,L4410,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
787,L4256,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
788,L4254,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
789,L4253,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
790,L4313,ACA18THAC0CX,9.1 nH,"Inductor,18 nH,¡À3 %,0201,Film"
791,L4239,ACA18THAC0CX,12nH,"Inductor,18 nH,¡À3 %,0201,Film"
792,L4411,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
793,L4310,ACA22HBAC0CX,2.2nH,
794,L4425,ACA22HBAC0CX,2.2nH,"Inductor,2.2 nH,¡À0.1 nH,0201,Film"
795,L4304,ACA22THAC0CX,NC,
796,L4441,ACA22THAC0CX,22nH,"Inductor,22 nH,¡À3 %,0201,Film"
797,L4427,ACA22THAC0CX,22nH,"Inductor,22 nH,¡À3 %,0201,Film"
798,L4260,ACA22THAC0CX,22nH,"Inductor,22 nH,¡À3 %,0201,Film"
799,L4244,ACA22THAC0CX,12nH,"Inductor,22 nH,¡À3 %,0201,Film"
800,L4305,ACA22THAC0CX,NC,
801,L4228,ACA22THAC0CX,NC,
802,L4226,ACA22THAC0CX,NC,
803,L4444,ACA27HBAC0CX,2.7nH,"Inductor,2.7 nH,¡À0.1 nH,0201,Film"
804,L4415,ACA27HBAC0CX,2.7nH,"Inductor,2.7 nH,¡À0.1 nH,0201,Film"
805,L4438,ACA27HBAC0CX,2.7nH,"Inductor,2.7 nH,¡À0.1 nH,0201,Film"
806,L4420,ACA27HBAC0CX,2.7nH,"Inductor,2.7 nH,¡À0.1 nH,0201,Film"
807,L4301,ACA27HBAC0CX,3.7nH,"Inductor,2.7 nH,¡À0.1 nH,0201,Film"
808,L4241,ACA27HBAC0CX,,"Inductor,2.7 nH,¡À0.1 nH,0201,Film"
809,L4230,ACA27HBAC0CX,2.7nH,"Inductor,2.7 nH,¡À0.1 nH,0201,Film"
810,L4220,ACA27HBAC0CX,4.3nH,"Inductor,2.7 nH,¡À0.1 nH,0201,Film"
811,L4252,ACA27HBAC0CX,2nH,"Inductor,2.7 nH,¡À0.1 nH,0201,Film"
812,L4303,ACA33HBAC0CX,3.3nH,
813,L4307,ACA33HCAC0CX,3.7nH,"Inductor,3.3 nH,¡À0.2 nH,0201,Film"
814,L4251,ACA33HCAC0CX,3.3nH,"Inductor,3.3 nH,¡À0.2 nH,0201,Film"
815,L4421,ACA33HCAC0CX,3.3nH,"Inductor,3.3 nH,¡À0.2 nH,0201,Film"
816,L4217,ACA33HCAC0CX,3.3nH,"Inductor,3.3 nH,¡À0.2 nH,0201,Film"
817,L4308,ACA33HCAC0CX,3.3nH,"Inductor,3.3 nH,¡À0.2 nH,0201,Film"
818,L4259,ACA36HBAC0CX,3.6nH,"Inductor,3.6 nH,¡À0.1 nH,0201,Film"
819,L4249,ACA36HBAC0CX,3.6nH,"Inductor,3.6 nH,¡À0.1 nH,0201,Film"
820,L4258,ACA39HBAC0CX,3.9nH,"Inductor,3.9 nH,¡À0.1 nH,0201,Film"
821,L4231,ACA51HHAC0CX,5.1nH,"Inductor,5.1 nH,¡À3 %,0201,Film"
822,L4443,ACA51HHAC0CX,3.3nH,"Inductor,5.1 nH,¡À3 %,0201,Film"
823,L4257,ACA51HHAC0CX,5.1nH,"Inductor,5.1 nH,¡À3 %,0201,Film"
824,L4419,ACA51HHAC0CX,5.1nH,"Inductor,5.1 nH,¡À3 %,0201,Film"
825,L4412,ACA51HHAC0CX,5.1nH,"Inductor,5.1 nH,¡À3 %,0201,Film"
826,L4261,ACA56HHAC0CX,5.6nH,"Inductor,5.6 nH,¡À3 %,0201,Film"
827,L4442,ACA56HHAC0CX,5.6nH,"Inductor,5.6 nH,¡À3 %,0201,Film"
828,L4327,ACA75HJAA3CX,NC,"Inductor,7.5 nH,¡À5 %,0201,MultiLayer"
829,L1402,ACA82HHAC0CX,8.2 nH,
830,L4215,ACA82HHAC0CX,7.1nH,"Inductor,8.2 nH,¡À3 %,0201,Film"
831,L1401,ACA82HHAC0CX,8.2 nH,
832,L4212,ACA82HHAC0CX,6.2nH,"Inductor,8.2 nH,¡À3 %,0201,Film"
833,L1404,ACA82HHAC0CX,8.2 nH,
834,L1403,ACA82HHAC0CX,8.2 nH,
835,L4250,ACA91HHAC0CX,9.1nH,"Inductor,9.1 nH,¡À3 %,0201,Film"
836,L4501,ACB15FM9A7CX,1.5uH,"Power Inductor,1.5 uH,¡À20 %,DCR=0.11 ohm,1200 mA,50 MHz,N/A,MultiLayer,N/A"
837,L3304,ACB22FM9BACX,2.2uH,
838,L4701,ACB22FM9BACX,2.2uH,"Power Inductor,2.2 uH,¡À20 %,DCR=0.142 ohm,2150 mA,39 MHz,1700 mA,Wire-Wound,N/A"
839,L3302,ACB22FM9BACX,2.2uH,
840,L3401,ACB010M9BLCX,1uH,"Power Inductor,1 uH,¡À20 %,DCR=0.075 ohm,3150 mA,N/A,2400 mA,Wire-Wound,N/A"
841,L3301,ACB010M9BLCX,1 uH,
842,L5901,ACB010M9BLCX,1 uH,
843,L3305,ACB010M9BLCX,1 uH,
844,L3303,ACB010M9BLCX,1 uH,
845,L4302,ACD0000031CX,1.5uH,"Power Choke Coil,1.5 uH,¡À20 %,DCR=0.095 ohm,2200 mA,N/A"
846,FL4413,AEA0000263CX,,
847,FL4212,AEA0000264CX,,"Saw Filter,For Band2/Unbalanced,1960 MHz,1.1¡Á0.9¡Á0.5 mm,5 PINs"
848,FL4303,AEA0000268CX,,"Saw Filter,FOR UMTS Band40 Tx,2300-2400 MHz,1.35¡Á1.05¡Á0.5 mm,5 PINs"
849,FL4305,AEA0000270CX,,"Saw Filter,FOR UMTS Band 38 Tx,2595 MHz,1.35¡Á1.05¡Á0.5 mm,5 PINs"
850,FL4406,AEA0000273CX,,"Saw Filter,FOR GSM900/BAND8 Rx,942.5 MHz,1.1¡Á0.9¡Á0.5 mm,5 PINs"
851,FL4410,AEA0000276CX,,"Saw Filter,FOR GSM1800/BAND3 Rx,1842.5 MHz,1.1¡Á0.9¡Á0.5 mm,5 PINs"
852,FL4101,AEA0000277CX,,"SAW Single Filter,for Band7 / Unbalanced,2655 MHz,1.1¡Á0.9¡Á0.5 mm,5 PINs"
853,FL4404,AEA0000277CX,,"SAW Single Filter,for Band7 / Unbalanced,2655 MHz,1.1¡Á0.9¡Á0.5 mm,5 PINs"
854,FL4206,AEA0000370CX,,"Saw Filter,Low Pass,High frequency,1681 MHz,1.6¡Á0.8¡Á0.65 mm,3 PINs"
855,FL4207,AEA0000370CX,,"Saw Filter,Low Pass,High frequency,1681 MHz,1.6¡Á0.8¡Á0.65 mm,3 PINs"
856,FL4408,AEA0000379CX,,"SAW Rx filter,WCDMA Band I/Band IV/Band X,2140 MHz,1.1¡Á0.9¡Á0.45 mm,5 PINs"
857,FL4401,AEA0000411CX,,"Saw Filter,Band38/Unbalanced,2595 MHz,1.1¡Á0.9¡Á0.5 mm,5 PINs"
858,FL4304,AEA0000414CX,,"Saw Filter,for Band41/Unbalanced,2593 MHz,2¡Á1.6¡Á0.7 mm,3 PINs"
859,FL4412,AEA0000416CX,,"Saw Filter,LTE Band 20 Rx,806 MHz,1.1¡Á0.9¡Á0.5 mm,5 PINs"
860,FL4402,AEA0000417CX,,"Saw Filter,LTE Band40 Rx,2350 MHz,1.1¡Á0.9¡Á0.5 mm,5 PINs"
861,FL4213,AEA0000516CX,,"Saw Filter,for Band32/Unbalanced,1474 MHz,1.1¡Á0.9¡Á0.5 mm,5 PINs"
862,FL4403,AEA0000516CX,,"Saw Filter,for Band32/Unbalanced,1474 MHz,1.1¡Á0.9¡Á0.5 mm,5 PINs"
863,FL4210,AEB0000292CX,,"SAW Duplexer,B3 Unbalanced,1747.5 MHz/1842.5 MHz,1.8¡Á1.4¡Á0.6 mm,8 PINs"
864,FL4209,AEB0000293CX,,"SAW Duplexer,B1 Unbalanced,1950 MHz/2140 MHz,1.8¡Á1.4¡Á0.6 mm,8 PINs"
865,FL4205,AEB0000297CX,,"SAW Duplexer,Band8/Unbalanced,897.5 MHz/942.5 MHz,1.8¡Á1.4¡Á0.6 mm,8 PINs"
866,FL4202,AEB0000300CX,,"SAW Duplexer,Band7/Unbalanced/LR,2535 MHz/2655 MHz,1.8¡Á1.4¡Á0.6 mm,8 PINs"
867,FL4204,AEB0000347CX,,
868,FL4211,AEB0000358CX,,"SAW Duplexer,B20/Unbalanced/LR/1814,847 MHz/806 MHz,1.8¡Á1.4¡Á0.6 mm,8 PINs"
869,FL4201,AED0000085CX,,
870,FL4208,AED0000127CX,,"Diplexer,Multilayer,699-960 MHz/1710-2690 MHz,2.5¡Á2¡Á1.0 mm,8 PINs,N/A"
871,FL4405,AED0000127CX,,"Diplexer,Multilayer,699-960 MHz/1710-2690 MHz,2.5¡Á2¡Á1.0 mm,8 PINs,N/A"
872,FL4203,AED0000129CX,,"Balun,Multilayer,673-2700 MHz,1.6¡Á0.8¡Á0.6 mm,6 PINs,N/A"
873,FL4603,AED0000133CX,,
874,FL4604,AED0000133CX,,
875,FL4606,AED0000216CX,,
876,FL4605,AED0000216CX,,
877,FL4602,AEE0000045CX,,
878,FL4601,AEE0000045CX,,
879,FL3401,AEH0000021CX,NC,
880,D4601,AFA0000204CX,,
881,LED5102,AFB0000037CX,,
882,LED5103,AFB0000037CX,,
883,LED5104,AFB0000037CX,,
884,LED5106,AFB0000037CX,,
885,LED5101,AFB0000042CX,,
886,LED5105,AFB0000042CX,,
887,T3404,AFD0000048CX,AFD0000055C1,"Transient Voltage Suppressor,300 W,N/A,12 V,DFN2020-3(SOT1061),Uni-Directional"
888,T5925,AFD0000066CX,NC,"Transient Voltage Suppressors,N/A,0.15 pF/0.13 pF,5 V,DSN0603-2,Bi-Directional"
889,T5924,AFD0000066CX,NC,"Transient Voltage Suppressors,N/A,0.15 pF/0.13 pF,5 V,DSN0603-2,Bi-Directional"
890,T5923,AFD0000066CX,NC,"Transient Voltage Suppressors,N/A,0.15 pF/0.13 pF,5 V,DSN0603-2,Bi-Directional"
891,T5922,AFD0000066CX,NC,"Transient Voltage Suppressors,N/A,0.15 pF/0.13 pF,5 V,DSN0603-2,Bi-Directional"
892,T5921,AFD0000066CX,,"Transient Voltage Suppressors,N/A,0.15 pF/0.13 pF,5 V,DSN0603-2,Bi-Directional"
893,T5920,AFD0000066CX,,"Transient Voltage Suppressors,N/A,0.15 pF/0.13 pF,5 V,DSN0603-2,Bi-Directional"
894,T3406,AFD0000066CX,NC,"Transient Voltage Suppressors,N/A,0.15 pF/0.13 pF,5 V,DSN0603-2,Bi-Directional"
895,T3407,AFD0000066CX,NC,"Transient Voltage Suppressors,N/A,0.15 pF/0.13 pF,5 V,DSN0603-2,Bi-Directional"
896,T5927,AFD0000066CX,,"Transient Voltage Suppressors,N/A,0.15 pF/0.13 pF,5 V,DSN0603-2,Bi-Directional"
897,T5926,AFD0000066CX,,"Transient Voltage Suppressors,N/A,0.15 pF/0.13 pF,5 V,DSN0603-2,Bi-Directional"
898,Q1201,AHA0000120CX,NC,
899,Q5105,AHA0000132CX,AHA0000220C1,"MOSFET,N Channel,370.0 mW,0.210 ohm,SOT-723,N/A"
900,Q5106,AHA0000132CX,AHA0000220C1,"MOSFET,N Channel,370.0 mW,0.210 ohm,SOT-723,N/A"
901,Q5101,AHA0000132CX,AHA0000220C1,"MOSFET,N Channel,370.0 mW,0.210 ohm,SOT-723,N/A"
902,Q5102,AHA0000132CX,AHA0000220C1,"MOSFET,N Channel,370.0 mW,0.210 ohm,SOT-723,N/A"
903,Q5103,AHA0000132CX,AHA0000220C1,"MOSFET,N Channel,370.0 mW,0.210 ohm,SOT-723,N/A"
904,Q5104,AHA0000132CX,AHA0000220C1,"MOSFET,N Channel,370.0 mW,0.210 ohm,SOT-723,N/A"
905,Y3101,AJA1920017CX,,
906,Y4601,AJA4800002CX,,"Crystal,48 MHz,¡À20 ppm,7 pF,2¡Á1.6¡Á0.4 mm,100 uW"
907,T5106,ALC0000075CX,,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
908,T3401,ALC0000075CX,ALC0000075C1,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
909,T3402,ALC0000075CX,ALC0000075C1,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
910,T5104,ALC0000075CX,,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
911,T5105,ALC0000075CX,,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
912,T5930,ALC0000075CX,,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
913,T5103,ALC0000075CX,,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
914,T5102,ALC0000075CX,,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
915,T5101,ALC0000075CX,,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
916,T5901,ALC0000075CX,,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
917,T5931,ALC0000075CX,,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
918,T3403,ALC0000075CX,NC,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
919,T3405,ALC0000075CX,NC,"ESD protection diode,single line,11 pF,5 V,SOD882,Bi-Directional"
920,U1101,AMA0001030CX,MDM9240-0,
921,U4501,AMB0000073CX,,"WiFi/BT IC,WLAN,172B WLNSP,6.02¡Á4.89¡Á0.57 mm,0.4 mm,Non-Security"
922,U2101,AMD0000277CX,2+2,
923,U2102,AMD0000377CX,NC,
924,U4305,AMF0000341CX,,"RF PA,LTE MMMB PA Module,42-Pin,4¡Á6.79¡Á0.725 mm"
925,U4602,AMM0000189CX,,
926,U4601,AMM0000189CX,,
927,U3101,AMN0000110CX,,
928,U4101,AMR0000065CX,,"Transceiver Chipset,106B WLPSP,3.83¡Á3.83¡Á0.55 mm,0.35 mm"
929,U4102,AMR0000069CX,,
930,T3408,AMS0000023CX,,"ESD Protection,1 Channels,Bi-Directional,SOD-323"
931,U5902,AMY0000505CX,,
932,U4306,AMY0000685CX,,
933,U4701,AMY0000744CX,AMY0000717C1,"Step Down DC/DC Regulator,3.1¡Á3¡Á1 mm,TSOT23-5,1 A"
934,U5903,AMY0001070CX,NC,
935,U5901,AMY0001084CX,,
936,U4304,AMY0001186CX,,
937,U4303,AMY0001186CX,,
938,U4201,AMY0001408CX,,"GSM TXM,5.5¡Á5.5¡Á0.69 mm,44-Pin"
939,U3401,AMY0001449CX,,
940,U3402,AMY0001506CX,AMY0001506C1,
941,U5904,AMY0001516CX,NC,
942,U4204,AMY0001539CX,,
943,U4205,AMY0001539CX,,
944,J5101,ARD0060131CX,SIM_Con,
945,J3402,ARE0040020CX,,
946,J4202,ARF0010007CX,ANT_Spring,
947,J4203,ARF0010007CX,ANT_Spring,
948,J4204,ARF0010007CX,ANT_Spring,
949,J4403,ARF0010007CX,ANT_Spring,
950,J4205,ARF0010007CX,ANT_Spring,
951,J4206,ARF0010007CX,ANT_Spring,
952,J4404,ARF0010007CX,ANT_Spring,
953,J4405,ARF0010007CX,ANT_Spring,
954,J4406,ARF0010007CX,ANT_Spring,
955,J4601,ARF0010007CX,,
956,J4604,ARF0010007CX,,
957,J4603,ARF0010007CX,,
958,J4602,ARF0010007CX,,
959,J4201,ARF0010007CX,ANT_Spring,
960,J4401,ARF0010007CX,ANT_Spring,
961,J4402,ARF0010007CX,ANT_Spring,
962,J4208,ARF0060003CX,,"RF switch,Over PCB,6.0 PINs,2.32 mm,2.5¡Á2.5¡ÁH1.5mm,W/O POST+W/O DIP"
963,J4605,ARF0060003CX,,"RF switch,Over PCB,6.0 PINs,2.32 mm,2.5¡Á2.5¡ÁH1.5mm,W/O POST+W/O DIP"
964,J4606,ARF0060003CX,,"RF switch,Over PCB,6.0 PINs,2.32 mm,2.5¡Á2.5¡ÁH1.5mm,W/O POST+W/O DIP"
965,J4407,ARF0060003CX,,"RF switch,Over PCB,6.0 PINs,2.32 mm,2.5¡Á2.5¡ÁH1.5mm,W/O POST+W/O DIP"
966,J4207,ARF0060003CX,,"RF switch,Over PCB,6.0 PINs,2.32 mm,2.5¡Á2.5¡ÁH1.5mm,W/O POST+W/O DIP"
967,J4408,ARF0060003CX,,"RF switch,Over PCB,6.0 PINs,2.32 mm,2.5¡Á2.5¡ÁH1.5mm,W/O POST+W/O DIP"
968,J5901,ARH0040024CX,,
969,J5902,ARH0240004CX,,
970,K5102,ARQ0020002CX,,
971,K5101,ARQ0030007CX,,
972,U4401,AXA0000032CX,RF1656,
973,U4402,AXA0000061CX,,
974,MARK6101,fiducial,,fiducial
975,MARK6102,fiducial,,fiducial
976,MARK6103,fiducial,,fiducial
977,MARK6104,fiducial,,fiducial
978,SH6110,SIT001_96_PT,,
979,T3111,SIT001_96_PT,,
980,TP6107,SIT001_96_PT,,
981,TP6108,SIT001_96_PT,,
982,TP6109,SIT001_96_PT,,
983,TP6110,SIT001_96_PT,,
984,TP6111,SIT001_96_PT,,
985,TP6112,SIT001_96_PT,,
986,TP6113,SIT001_96_PT,,
987,TP6122,SIT001_96_PT,,
988,TP6123,SIT001_96_PT,,
989,TP6125,SIT001_96_PT,,
990,TP6126,SIT001_96_PT,,
991,TP6127,SIT001_96_PT,,
992,TP6128,SIT001_96_PT,,
993,TP6129,SIT001_96_PT,,
994,TP6130,SIT001_96_PT,,
995,TP6132,SIT001_96_PT,,
996,TP6133,SIT001_96_PT,,
997,TP6134,SIT001_96_PT,,
998,TP6102,SIT001_96_PT,,
999,TP6101,SIT001_96_PT,,
1000,TP6100,SIT001_96_PT,,
1001,ANT4502,SIT001_96_PT,,
1002,TP4501,SIT001_96_PT,,
1003,TP3201,SIT001_96_PT,,
1004,TP3114,SIT001_96_PT,,
1005,TP3113,SIT001_96_PT,,
1006,TP3112,SIT001_96_PT,,
1007,TP3101,SIT001_96_PT,,
1008,ANT4503,SIT001_96_PT,,
1009,ANT4501,SIT001_96_PT,,
1010,SH6104,SIT001_96_PT,,
1011,SH6105,SIT001_96_PT,,
1012,TP6103,SIT001_96_PT,,
1013,SH6106,SIT001_96_PT,,
1014,SH6107,SIT001_96_PT,,
1015,TP6104,SIT001_96_PT,,
1016,TP6106,SIT001_96_PT,,
1017,SH6103,SIT001_96_PT,,
1018,SH6108,SIT001_96_PT,,
1019,T3110,SIT001_96_PT,,
1020,SH6101,SIT001_96_PT,,
1021,SH6102,SIT001_96_PT,,
1022,SH6109,SIT001_96_PT,,
1023,TP6105,SIT001_96_PT,,
1024,R3114,T1001371AAAA,NC,
